('95131', 1)
('93455', 7)
('04765', 1)
('12151', 1)
('55037', 1)
('55413', 7)
('23227', 1)
('93280', 1)
('04107', 1)
('17047', 5)
('52172', 12)
('55806', 1)
('95627', 9)
('80624', 1)
('76446', 1)
('36105', 1)
('97222', 1)
('12468', 1)
('12529', 2)
('92504', 4)
('12916', 5)
('14544', 8)
('79901', 1)
('92054', 1)
('85085', 1)
('56716', 4)
('12546', 3)
('93206', 3)
('89119', 2)
('73045', 1)
('43019', 22)
('72631', 1)
('77070', 1)
('95982', 2)
('48883', 2)
('54670', 46)
('13320', 4)
('02121', 2)
('95206', 1)
('95215', 6)
('96002', 1)
('96021', 6)
('17324', 3)
('97230', 2)
('97055', 1)
('59937', 5)
('95551', 5)
('73538', 1)
('14513', 2)
('97701', 2)
('45697', 1)
('92057', 2)
('14737', 1)
('02645', 1)
('07007', 1)
('60033', 1)
('07726', 1)
('41076', 1)
('03909', 1)
('97355', 3)
('07885', 1)
('11201', 1)
('07642', 1)
('01243', 1)
('12534', 8)
('02842', 2)
('17563', 11)
('19713', 2)
('32778', 1)
('95650', 1)
('04691', 3)
('06117', 1)
('21776', 1)
('92590', 18)
('80828', 1)
('18224', 1)
('06825', 1)
('40299', 3)
('83704', 1)
('17810', 10)
('31407', 1)
('75051', 2)
('43340', 8)
('97007', 1)
('87031', 3)
('53207', 1)
('68862', 5)
('33853', 1)
('36303', 1)
('28557', 3)
('93301', 2)
('23487', 1)
('69162', 3)
('68025', 3)
('72455', 3)
('55350', 6)
('75019', 2)
('04353', 3)
('64461', 2)
('50833', 3)
('04686', 1)
('90254', 1)
('01748', 1)
('56368', 1)
('61471', 1)
('17087', 4)
('27360', 1)
('20847', 1)
('55387', 1)
('04843', 1)
('13656', 8)
('93286', 2)
('43056', 1)
('27409', 2)
('65243', 30)
('66021', 1)
('28001', 2)
('55952', 5)
('04083', 2)
('12550', 1)
('04553', 4)
('06608', 3)
('67761', 1)
('12166', 5)
('85225', 2)
('60435', 2)
('21114', 1)
('84115', 2)
('14801', 7)
('21102', 1)
('21710', 3)
('95501', 5)
('11901', 3)
('21031', 1)
('07103', 1)
('13425', 8)
('54631', 7)
('29455', 1)
('74601', 1)
('90745', 2)
('12967', 8)
('72401', 1)
('11735', 3)
('78569', 2)
('13612', 1)
('29180', 1)
('54638', 19)
('82324', 1)
('97202', 2)
('95694', 24)
('91935', 2)
('53533', 8)
('87510', 2)
('04652', 1)
('98942', 1)
('60942', 2)
('90040', 6)
('80480', 1)
('89509', 1)
('12074', 1)
('49068', 1)
('59531', 3)
('55024', 3)
('83687', 2)
('28112', 2)
('03824', 4)
('14855', 9)
('48146', 1)
('90631', 2)
('42240', 3)
('56256', 5)
('55044', 3)
('20794', 4)
('93402', 3)
('04955', 4)
('97030', 1)
('06810', 2)
('02535', 1)
('94599', 2)
('19006', 1)
('28385', 1)
('17084', 3)
('59923', 1)
('94956', 3)
('74342', 1)
('68739', 8)
('19401', 1)
('12167', 2)
('46748', 1)
('81067', 1)
('50854', 6)
('13790', 1)
('13053', 2)
('89444', 3)
('40601', 4)
('23234', 1)
('53718', 3)
('13475', 1)
('85009', 1)
('21224', 2)
('91786', 1)
('11952', 2)
('77389', 1)
('82520', 1)
('27312', 6)
('14572', 2)
('16434', 1)
('94541', 2)
('17063', 4)
('90405', 1)
('22485', 1)
('95932', 7)
('14070', 1)
('14522', 2)
('54656', 8)
('31323', 1)
('96756', 1)
('94940', 3)
('43402', 1)
('49783', 1)
('84120', 3)
('14472', 1)
('95987', 6)
('02568', 3)
('17201', 3)
('20018', 2)
('17812', 2)
('94583', 2)
('73038', 1)
('56284', 1)
('63048', 1)
('27501', 1)
('28447', 3)
('59427', 2)
('93210', 3)
('95428', 2)
('72031', 2)
('08343', 2)
('48467', 3)
('50423', 3)
('80642', 2)
('63670', 2)
('27326', 2)
('02790', 5)
('02025', 1)
('52042', 18)
('56556', 3)
('31643', 2)
('93740', 1)
('47711', 1)
('93638', 3)
('12910', 2)
('87042', 1)
('01340', 2)
('14886', 8)
('11249', 2)
('97370', 5)
('94704', 1)
('45373', 3)
('21550', 8)
('43516', 3)
('43616', 1)
('95354', 5)
('87107', 5)
('79331', 16)
('03431', 3)
('96027', 2)
('19522', 3)
('60124', 1)
('06902', 1)
('65590', 1)
('19539', 1)
('37128', 1)
('97632', 6)
('97623', 5)
('87401', 1)
('60185', 4)
('28326', 4)
('52057', 2)
('56085', 1)
('17505', 12)
('95821', 1)
('59833', 1)
('93646', 2)
('12838', 1)
('18854', 1)
('14103', 6)
('56726', 1)
('49032', 4)
('04932', 2)
('15311', 1)
('04530', 1)
('95340', 2)
('19440', 1)
('85193', 1)
('74028', 1)
('63106', 1)
('92653', 1)
('68331', 2)
('05851', 1)
('13637', 6)
('80644', 2)
('90023', 2)
('86301', 1)
('17813', 2)
('80741', 1)
('95966', 3)
('05459', 1)
('56178', 2)
('89430', 1)
('81303', 1)
('05829', 3)
('92601', 1)
('97741', 2)
('55102', 1)
('60174', 2)
('87041', 1)
('14559', 1)
('63628', 1)
('19134', 1)
('67501', 2)
('91301', 1)
('38668', 1)
('54622', 5)
('94513', 3)
('92507', 4)
('14561', 7)
('17061', 10)
('64479', 8)
('80487', 1)
('92113', 1)
('17049', 7)
('94534', 4)
('17320', 1)
('92821', 1)
('56474', 2)
('51343', 1)
('95961', 1)
('15542', 3)
('54871', 2)
('31560', 1)
('04735', 2)
('56072', 4)
('04658', 1)
('95203', 3)
('98596', 1)
('06118', 1)
('19555', 2)
('22747', 1)
('29414', 3)
('43844', 2)
('13166', 2)
('79415', 1)
('21654', 1)
('92530', 1)
('85643', 1)
('20910', 1)
('50036', 2)
('12157', 2)
('14034', 1)
('55031', 1)
('80229', 2)
('93924', 3)
('54448', 4)
('97103', 1)
('06249', 1)
('64489', 14)
('77560', 2)
('93420', 1)
('01244', 1)
('95816', 1)
('60160', 1)
('94610', 2)
('96133', 1)
('04282', 4)
('90274', 1)
('43214', 1)
('23421', 1)
('53818', 12)
('50438', 1)
('53556', 2)
('93405', 2)
('06360', 1)
('04239', 2)
('31601', 1)
('62324', 4)
('89128', 2)
('45123', 9)
('74010', 2)
('72460', 5)
('92591', 3)
('27233', 2)
('18930', 1)
('19022', 1)
('08110', 3)
('15670', 1)
('13418', 1)
('12076', 1)
('84382', 1)
('85645', 1)
('14057', 1)
('20851', 1)
('19311', 3)
('04092', 1)
('10533', 1)
('07734', 1)
('01581', 1)
('17257', 7)
('98501', 2)
('05473', 1)
('44035', 1)
('08876', 1)
('02720', 2)
('85211', 1)
('95864', 1)
('31405', 1)
('69145', 7)
('97123', 2)
('06516', 1)
('51101', 1)
('28337', 1)
('21230', 2)
('14772', 1)
('60481', 2)
('95693', 2)
('52318', 3)
('52345', 1)
('56374', 3)
('08048', 1)
('93722', 3)
('49418', 1)
('65807', 1)
('68647', 1)
('95065', 3)
('13464', 1)
('93304', 2)
('94544', 3)
('89102', 1)
('56097', 4)
('95230', 2)
('97321', 1)
('64648', 25)
('54013', 2)
('55389', 1)
('14889', 1)
('13045', 3)
('57252', 5)
('14432', 2)
('04037', 3)
('03263', 1)
('13131', 1)
('94133', 1)
('16929', 1)
('92834', 2)
('76801', 1)
('59538', 10)
('04210', 1)
('60936', 1)
('73111', 1)
('56142', 1)
('14062', 3)
('17028', 2)
('01301', 5)
('31069', 1)
('19963', 1)
('21643', 1)
('13084', 1)
('19320', 1)
('24918', 1)
('53120', 4)
('18848', 1)
('56128', 2)
('75228', 1)
('55943', 3)
('12054', 1)
('04551', 1)
('22434', 1)
('14813', 1)
('56042', 3)
('95494', 2)
('91906', 3)
('17702', 5)
('03269', 1)
('61938', 1)
('01453', 1)
('02021', 3)
('72758', 1)
('55923', 2)
('49028', 2)
('80549', 3)
('19352', 1)
('56044', 2)
('56093', 5)
('30096', 2)
('64701', 1)
('81526', 6)
('44833', 1)
('44880', 3)
('14502', 1)
('67578', 1)
('92545', 1)
('49684', 5)
('06783', 1)
('04930', 3)
('03221', 1)
('73105', 2)
('94010', 3)
('79342', 2)
('12428', 1)
('04734', 1)
('80211', 1)
('66006', 2)
('92596', 1)
('93308', 3)
('07306', 1)
('94021', 1)
('13456', 1)
('56225', 1)
('89003', 1)
('80503', 7)
('13659', 2)
('93066', 5)
('90577', 1)
('11758', 1)
('83705', 1)
('13431', 3)
('12522', 2)
('02871', 2)
('17771', 1)
('55991', 4)
('48150', 4)
('11743', 1)
('97217', 2)
('68107', 2)
('21655', 2)
('59535', 1)
('31513', 6)
('13340', 3)
('84401', 2)
('02649', 1)
('28365', 4)
('58233', 1)
('43804', 13)
('92592', 11)
('06830', 1)
('06512', 2)
('17078', 2)
('49001', 1)
('60504', 2)
('49505', 1)
('59804', 2)
('08873', 2)
('47725', 1)
('39827', 2)
('56058', 3)
('06457', 2)
('28441', 1)
('97352', 1)
('95688', 7)
('03861', 1)
('13450', 1)
('16232', 2)
('4', 1)
('12180', 1)
('53704', 4)
('91360', 1)
('43617', 1)
('54747', 3)
('22520', 1)
('13624', 2)
('13736', 3)
('59864', 4)
('45772', 1)
('84032', 1)
('65802', 1)
('48453', 16)
('43064', 11)
('04958', 1)
('98248', 2)
('31771', 1)
('80615', 2)
('58487', 15)
('97455', 1)
('14059', 1)
('49431', 3)
('87715', 1)
('05661', 2)
('01238', 1)
('49060', 2)
('58467', 5)
('13669', 3)
('34219', 1)
('57381', 1)
('13367', 7)
('07606', 1)
('48475', 7)
('13215', 1)
('32350', 2)
('08820', 1)
('41017', 1)
('04292', 1)
('01451', 1)
('11548', 1)
('60613', 2)
('91911', 1)
('13809', 1)
('05464', 5)
('56362', 6)
('66616', 1)
('38109', 1)
('28138', 1)
('08530', 1)
('08848', 1)
('13402', 1)
('04773', 1)
('13329', 2)
('74637', 3)
('03908', 1)
('01921', 1)
('94306', 1)
('94510', 1)
('17362', 1)
('47393', 18)
('85333', 2)
('01027', 1)
('89503', 1)
('12935', 2)
('14718', 1)
('14138', 1)
('14782', 1)
('92227', 8)
('94939', 1)
('89434', 3)
('56431', 3)
('12057', 1)
('05658', 1)
('94930', 1)
('28704', 1)
('07013', 1)
('12193', 1)
('06250', 1)
('94612', 2)
('02532', 1)
('16441', 1)
('68148', 1)
('17307', 2)
('56581', 1)
('10509', 1)
('97204', 2)
('54479', 7)
('28214', 1)
('92505', 1)
('92703', 1)
('80610', 1)
('33563', 1)
('13667', 2)
('97013', 1)
('30071', 1)
('21787', 1)
('95677', 1)
('93291', 4)
('15221', 1)
('54494', 5)
('56567', 9)
('08844', 3)
('06518', 1)
('06708', 1)
('56252', 2)
('61065', 1)
('14757', 3)
('27932', 3)
('53562', 2)
('27560', 1)
('11967', 2)
('72058', 1)
('98134', 2)
('63147', 2)
('43450', 1)
('45875', 3)
('92078', 2)
('01005', 1)
('95473', 3)
('64085', 1)
('56646', 1)
('30671', 1)
('49038', 3)
('55992', 4)
('54457', 2)
('18252', 1)
('95386', 5)
('93656', 6)
('95307', 2)
('95317', 2)
('95645', 3)
('95558', 2)
('53546', 5)
('56069', 1)
('53016', 2)
('56013', 1)
('54943', 4)
('53095', 4)
('27521', 2)
('01339', 3)
('01037', 1)
('67135', 1)
('49631', 1)
('45371', 2)
('55811', 1)
('28139', 1)
('04450', 1)
('45828', 2)
('11958', 1)
('85139', 1)
('55053', 1)
('04364', 1)
('53517', 3)
('87015', 1)
('92075', 1)
('13313', 1)
('04607', 3)
('18080', 1)
('48746', 8)
('57040', 1)
('25428', 1)
('20781', 1)
('90301', 1)
('73446', 2)
('16224', 1)
('72949', 3)
('17024', 3)
('13035', 5)
('52053', 2)
('18845', 2)
('90011', 1)
('48371', 1)
('30233', 1)
('14874', 1)
('95459', 2)
('68748', 1)
('45120', 1)
('57271', 1)
('17827', 1)
('13640', 1)
('01833', 1)
('01937', 1)
('90720', 1)
('95618', 3)
('01742', 3)
('95528', 2)
('01060', 3)
('14086', 1)
('73165', 1)
('01223', 2)
('19362', 8)
('26807', 1)
('33634', 2)
('13679', 1)
('95617', 1)
('03576', 3)
('48897', 1)
('07450', 1)
('06880', 2)
('60151', 2)
('85224', 1)
('06247', 1)
('94536', 1)
('05495', 1)
('14551', 2)
('48850', 2)
('16928', 2)
('57234', 1)
('96114', 2)
('83455', 3)
('21613', 3)
('70433', 1)
('14878', 4)
('04001', 1)
('88021', 5)
('68620', 2)
('28119', 1)
('74436', 1)
('78218', 3)
('44505', 1)
('21632', 1)
('67861', 9)
('44627', 35)
('50220', 1)
('04901', 2)
('14094', 3)
('21801', 1)
('05875', 1)
('11565', 1)
('87109', 1)
('98390', 1)
('57276', 4)
('27541', 6)
('84322', 1)
('56316', 4)
('18472', 1)
('65713', 2)
('06051', 1)
('33014', 2)
('13090', 1)
('13408', 7)
('58011', 1)
('27526', 1)
('13780', 2)
('14487', 1)
('92886', 1)
('59718', 3)
('80002', 2)
('95947', 1)
('74743', 4)
('93720', 1)
('95624', 1)
('73730', 1)
('01364', 2)
('06074', 1)
('14624', 1)
('89510', 2)
('43420', 1)
('18064', 2)
('08332', 1)
('60641', 1)
('70444', 1)
('08750', 1)
('94508', 2)
('02026', 1)
('50459', 8)
('95010', 1)
('18840', 1)
('27278', 3)
('27516', 1)
('98104', 1)
('12861', 1)
('00820', 1)
('08094', 2)
('04219', 1)
('48461', 4)
('37079', 1)
('13409', 3)
('27231', 3)
('95726', 2)
('54751', 11)
('55009', 2)
('56011', 3)
('60008', 1)
('19547', 2)
('95687', 2)
('04971', 3)
('79360', 22)
('94920', 1)
('17830', 3)
('14113', 1)
('93111', 1)
('07030', 2)
('13073', 5)
('14723', 1)
('59456', 1)
('81149', 1)
('49548', 1)
('05859', 1)
('74364', 2)
('15717', 1)
('14536', 1)
('53024', 1)
('95612', 2)
('43773', 6)
('31636', 1)
('33483', 1)
('89108', 1)
('95913', 2)
('07026', 1)
('18337', 1)
('99320', 1)
('56518', 2)
('15522', 2)
('56037', 2)
('65618', 1)
('05845', 1)
('33407', 1)
('49451', 1)
('97210', 1)
('74054', 1)
('04412', 1)
('63102', 2)
('45015', 1)
('54652', 13)
('53711', 2)
('17007', 1)
('43310', 7)
('36375', 1)
('27284', 1)
('90022', 1)
('95409', 3)
('90201', 2)
('98108', 2)
('55112', 2)
('85283', 2)
('98424', 1)
('21804', 1)
('21755', 1)
('84081', 2)
('13757', 1)
('04022', 1)
('72704', 1)
('15425', 1)
('17756', 2)
('04469', 1)
('29303', 1)
('81624', 1)
('93036', 1)
('12784', 1)
('68789', 1)
('43140', 4)
('27311', 1)
('93514', 2)
('44820', 2)
('59865', 4)
('02891', 3)
('93060', 4)
('58081', 1)
('11378', 1)
('70115', 2)
('92108', 1)
('56237', 2)
('14560', 2)
('01915', 1)
('74647', 1)
('52404', 5)
('11530', 1)
('53585', 1)
('50522', 3)
('17569', 1)
('89120', 1)
('92274', 9)
('57103', 1)
('10550', 2)
('11590', 3)
('03467', 1)
('71261', 2)
('67070', 1)
('75247', 1)
('18934', 1)
('21779', 1)
('80631', 2)
('48878', 6)
('68450', 1)
('28698', 1)
('45845', 2)
('59466', 1)
('16138', 1)
('78757', 1)
('64850', 1)
('47150', 1)
('74401', 1)
('13077', 1)
('18701', 1)
('11749', 2)
('55303', 1)
('58440', 1)
('81425', 2)
('27263', 3)
('02879', 2)
('74370', 1)
('07002', 1)
('75069', 1)
('02885', 1)
('44030', 2)
('80221', 2)
('80742', 1)
('54650', 3)
('84337', 5)
('94706', 1)
('48849', 6)
('46767', 19)
('46502', 1)
('17233', 1)
('43078', 3)
